,Age,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,Gender_Female,Gender_Male,Customer Type_Loyal Customer,Customer Type_disloyal Customer,Type of Travel_Business travel,Type of Travel_Personal Travel,Class_Business,Class_Eco,Class_Eco Plus,satisfaction_neutral or dissatisfied,satisfaction_satisfied
95628,29,300,4,4,4,2,3,4,3,3,4,3,2,5,3,3,0,0.0,0,1,0,1,1,0,0,1,0,1,0
95629,14,491,4,5,3,1,3,3,3,3,4,2,4,5,5,3,0,0.0,1,0,1,0,0,1,0,1,0,0,1
95635,50,3191,4,3,4,4,3,4,5,2,2,2,2,3,2,3,0,0.0,1,0,1,0,1,0,1,0,0,0,1
95637,33,584,2,4,2,3,2,2,2,2,3,4,4,3,5,2,0,0.0,0,1,1,0,0,1,0,1,0,1,0
95638,52,3031,5,5,5,5,4,4,5,4,4,4,4,5,4,4,0,0.0,0,1,1,0,1,0,1,0,0,0,1
95639,58,1199,1,2,2,2,1,1,1,1,2,4,4,4,3,1,0,0.0,0,1,1,0,1,0,0,1,0,1,0
95640,42,1121,3,2,2,2,1,2,3,3,3,3,3,5,3,2,0,0.0,1,0,1,0,1,0,0,1,0,0,1
95650,19,331,3,4,3,2,5,3,5,5,4,3,5,5,4,5,0,0.0,1,0,1,0,0,1,0,0,1,1,0
95651,49,846,2,4,2,4,4,2,4,4,3,4,5,4,4,4,0,0.0,0,1,1,0,0,1,0,1,0,1,0
95654,30,1010,5,5,5,5,4,4,4,4,2,2,1,3,1,4,0,0.0,1,0,1,0,1,0,1,0,0,0,1
95655,42,226,3,3,3,3,4,3,3,4,5,4,5,4,4,4,0,0.0,0,1,0,1,1,0,1,0,0,1,0
95656,59,616,1,1,1,1,2,4,4,4,4,4,4,3,4,5,0,0.0,0,1,1,0,1,0,1,0,0,0,1
95658,38,501,3,3,3,3,5,4,5,4,4,4,4,4,4,4,0,0.0,0,1,1,0,1,0,1,0,0,0,1
95660,54,3519,3,3,3,3,2,5,5,5,5,5,5,3,5,4,0,0.0,0,1,1,0,1,0,1,0,0,0,1
95662,50,550,4,5,5,5,4,4,4,4,3,3,1,3,2,4,0,0.0,0,1,1,0,1,0,0,1,0,1,0
95663,50,674,2,2,2,3,1,2,3,1,4,5,4,2,3,1,0,0.0,0,1,0,1,1,0,0,0,1,1,0
95665,47,1590,5,5,5,5,3,5,4,4,4,4,4,5,4,3,0,0.0,1,0,1,0,1,0,1,0,0,0,1
95668,53,405,3,4,3,3,3,5,5,5,5,5,5,5,5,5,0,0.0,1,0,1,0,1,0,1,0,0,0,1
95672,32,2556,2,2,2,2,5,5,5,5,3,3,4,3,5,5,0,0.0,1,0,1,0,1,0,1,0,0,0,1
95677,68,1325,2,4,2,3,2,3,5,3,3,2,2,4,3,3,0,0.0,1,0,1,0,0,1,0,1,0,1,0
95679,43,583,3,4,3,3,2,5,4,2,2,3,2,5,2,4,0,0.0,1,0,1,0,0,1,0,1,0,1,0
95681,49,2399,2,2,2,2,2,4,5,4,4,4,4,5,4,5,0,0.0,1,0,1,0,1,0,1,0,0,0,1
95683,60,431,3,5,3,4,1,3,1,1,3,2,4,5,5,1,0,0.0,0,1,1,0,0,1,0,1,0,1,0
95690,72,2009,2,2,2,2,4,4,3,2,2,3,2,3,2,4,0,0.0,0,1,1,0,1,0,1,0,0,1,0
95692,16,200,3,5,3,4,4,3,4,4,2,2,5,5,5,4,0,0.0,1,0,1,0,0,1,0,1,0,1,0
95701,26,853,2,3,3,3,5,3,5,5,4,4,4,3,3,5,0,0.0,1,0,0,1,1,0,0,1,0,1,0
95702,27,189,0,0,0,5,4,0,4,4,5,4,4,4,5,4,0,0.0,0,1,0,1,1,0,1,0,0,0,1
95705,18,262,4,5,4,2,1,4,1,1,5,3,5,2,2,1,0,0.0,0,1,1,0,0,1,0,1,0,1,0
95710,47,3405,3,3,3,3,4,4,4,4,4,4,4,3,4,4,0,0.0,1,0,1,0,1,0,1,0,0,0,1
95711,59,626,2,5,3,2,2,3,2,2,3,3,4,5,4,2,0,0.0,0,1,1,0,0,1,0,0,1,1,0
95712,37,190,3,3,3,3,3,2,2,4,4,4,4,4,4,5,0,0.0,1,0,1,0,1,0,1,0,0,0,1
95713,47,918,1,3,3,3,1,1,1,1,3,4,2,3,2,1,0,0.0,0,1,1,0,1,0,0,1,0,1,0
95715,59,1464,2,2,2,2,4,4,4,5,5,5,5,3,5,5,0,0.0,0,1,1,0,1,0,1,0,0,0,1
95719,47,3624,4,4,4,4,5,5,5,4,4,4,4,4,4,4,0,0.0,0,1,1,0,1,0,1,0,0,0,1
95722,19,163,4,4,0,2,2,0,2,2,4,5,5,5,5,2,0,0.0,0,1,1,0,0,1,0,1,0,1,0
95723,42,1599,1,1,1,1,4,5,4,4,4,5,4,5,4,4,0,0.0,0,1,1,0,1,0,1,0,0,0,1
95724,42,677,4,1,1,1,1,4,3,4,4,4,4,2,4,3,0,0.0,1,0,1,0,1,0,0,1,0,0,1
95725,21,1372,3,3,3,1,5,3,3,5,5,2,5,4,5,5,0,0.0,1,0,0,1,1,0,0,1,0,1,0
95727,23,488,4,0,4,3,4,4,4,4,5,1,5,3,3,4,0,0.0,0,1,0,1,1,0,0,1,0,1,0
95733,28,1576,3,3,3,3,5,5,5,5,4,2,4,3,5,5,0,0.0,1,0,1,0,1,0,1,0,0,0,1
95734,44,728,4,4,4,5,4,4,4,4,4,2,5,5,4,4,0,0.0,1,0,0,1,1,0,1,0,0,0,1
95735,17,1626,1,2,2,2,1,1,1,1,4,4,3,2,3,1,0,0.0,1,0,1,0,1,0,1,0,0,1,0
95736,25,903,3,3,3,3,5,5,5,5,4,5,5,5,4,5,0,0.0,0,1,1,0,1,0,1,0,0,0,1
95737,53,2330,5,5,5,5,5,5,4,4,4,4,4,4,4,3,0,0.0,0,1,1,0,1,0,1,0,0,0,1
95743,37,373,4,4,4,4,3,3,5,4,4,4,4,5,4,1,0,0.0,1,0,1,0,1,0,1,0,0,0,1
95744,31,1727,5,5,4,5,5,5,5,5,4,3,3,4,4,5,0,0.0,1,0,1,0,1,0,1,0,0,0,1
95750,23,669,1,5,1,4,3,1,3,3,3,3,5,5,5,3,0,0.0,1,0,1,0,0,1,0,1,0,1,0
95753,48,700,3,5,3,1,2,3,2,2,3,2,5,3,5,2,0,0.0,0,1,1,0,0,1,0,1,0,1,0
95754,55,1020,3,3,2,3,3,4,4,4,4,4,4,4,4,4,0,0.0,0,1,1,0,1,0,1,0,0,0,1
95757,57,577,2,2,2,2,3,4,4,5,5,5,5,3,5,4,0,0.0,1,0,1,0,1,0,1,0,0,0,1
95758,33,1450,4,4,4,4,3,3,3,3,5,2,4,4,4,3,0,0.0,0,1,1,0,1,0,1,0,0,0,1
95759,30,920,4,4,3,2,1,3,1,1,4,4,5,5,4,1,0,0.0,0,1,1,0,0,1,1,0,0,0,1
95760,45,315,2,0,2,3,2,2,2,2,5,3,3,2,3,2,0,0.0,1,0,0,1,1,0,0,1,0,1,0
95761,40,2209,3,3,3,3,2,5,4,4,4,5,4,3,4,5,0,0.0,0,1,1,0,1,0,1,0,0,0,1
95763,32,433,1,1,1,3,1,1,1,1,3,2,2,3,2,1,0,0.0,0,1,1,0,0,1,0,1,0,1,0
95770,40,200,2,2,2,2,2,3,2,3,3,4,5,2,3,1,0,0.0,1,0,1,0,1,0,1,0,0,0,1
95771,25,334,1,3,1,4,4,1,4,4,4,3,4,4,3,4,0,0.0,1,0,0,1,1,0,0,1,0,1,0
95772,34,316,4,4,4,2,1,4,1,1,4,4,4,4,5,1,0,0.0,1,0,1,0,0,1,0,1,0,1,0
95774,26,588,3,1,3,4,3,3,3,3,3,3,3,3,3,3,0,0.0,0,1,0,1,1,0,0,1,0,1,0
95775,10,290,2,5,2,3,3,2,3,3,4,2,5,3,5,3,0,0.0,1,0,1,0,0,1,0,1,0,1,0
95778,40,2475,5,5,5,5,5,5,4,4,4,4,4,3,4,4,0,0.0,1,0,1,0,1,0,1,0,0,0,1
95781,53,618,3,5,3,1,5,3,5,5,3,4,5,5,4,5,0,0.0,0,1,1,0,0,1,0,1,0,1,0
95782,69,936,1,4,1,1,3,1,3,3,5,5,5,3,5,3,0,0.0,0,1,1,0,0,1,0,1,0,1,0
95783,40,216,2,2,2,2,4,5,4,5,5,5,5,5,5,5,0,0.0,0,1,1,0,1,0,1,0,0,0,1
95787,24,1529,3,3,3,3,4,4,4,4,5,5,3,4,4,4,0,0.0,1,0,1,0,1,0,1,0,0,0,1
95788,21,189,4,5,4,4,3,4,4,3,4,4,4,4,4,3,0,0.0,0,1,0,1,1,0,1,0,0,0,1
95790,26,2253,3,2,3,3,5,5,5,5,5,3,5,5,5,5,0,0.0,1,0,1,0,1,0,1,0,0,0,1
95792,36,130,2,1,1,4,1,1,1,1,5,5,4,3,4,1,0,0.0,0,1,0,1,1,0,1,0,0,1,0
95795,45,337,4,2,2,2,4,4,4,4,5,2,4,2,5,4,0,0.0,0,1,1,0,1,0,0,1,0,0,1
95798,43,342,2,5,2,4,3,2,3,3,4,4,5,3,4,3,0,0.0,0,1,1,0,0,1,0,1,0,1,0
95803,8,2342,4,3,5,4,2,5,2,2,5,4,4,2,3,2,0,0.0,1,0,1,0,0,1,0,1,0,1,0
95808,22,89,3,3,3,3,1,3,1,1,5,2,3,2,5,1,0,0.0,0,1,0,1,1,0,0,1,0,1,0
95811,63,697,4,5,5,5,4,3,4,4,4,4,4,2,4,5,0,0.0,1,0,1,0,1,0,0,0,1,0,1
95812,35,667,1,1,1,2,4,1,4,4,2,2,2,4,2,4,0,0.0,0,1,0,1,1,0,0,1,0,1,0
95814,40,511,3,5,3,3,2,3,4,2,5,2,4,4,4,2,0,0.0,1,0,1,0,0,1,0,0,1,1,0
95827,43,102,1,1,0,4,3,4,3,5,5,0,5,3,5,4,0,0.0,1,0,1,0,0,1,0,1,0,1,0
95828,65,710,3,4,3,2,3,4,4,2,2,3,2,3,2,3,0,0.0,1,0,1,0,0,1,0,1,0,1,0
95830,58,3319,1,1,1,1,3,4,4,5,5,5,5,4,5,4,0,0.0,1,0,1,0,1,0,1,0,0,0,1
95831,43,2550,2,2,5,2,2,4,4,5,5,5,5,4,5,5,0,0.0,0,1,1,0,1,0,1,0,0,0,1
95836,22,581,5,4,5,2,1,5,1,1,4,4,4,3,5,1,0,0.0,1,0,0,1,1,0,1,0,0,0,1
95837,59,1488,2,5,5,5,2,2,2,2,2,4,3,3,3,2,0,0.0,0,1,1,0,1,0,0,1,0,1,0
95838,7,1464,4,4,4,4,5,4,5,5,5,3,4,3,4,5,0,0.0,1,0,0,1,1,0,1,0,0,0,1
95839,41,446,4,4,4,4,4,4,5,4,4,4,4,4,4,3,0,0.0,0,1,1,0,1,0,1,0,0,0,1
95843,24,473,0,0,0,4,2,0,2,2,3,5,4,3,5,2,0,0.0,1,0,0,1,1,0,0,1,0,0,1
95844,37,746,1,5,1,3,3,1,5,3,4,5,4,5,5,3,0,0.0,1,0,1,0,0,1,0,1,0,1,0
95845,57,562,4,5,5,5,4,4,4,4,3,5,3,5,2,4,0,0.0,0,1,1,0,1,0,0,1,0,0,1
95846,39,2616,5,5,5,5,2,4,4,5,5,5,5,3,5,5,0,0.0,0,1,1,0,1,0,1,0,0,0,1
95848,56,946,1,3,1,3,2,3,2,3,3,1,3,2,3,3,0,0.0,1,0,1,0,0,1,0,1,0,1,0
95849,36,2182,1,2,1,3,1,1,1,1,3,5,4,2,3,1,0,0.0,0,1,1,0,0,1,0,1,0,1,0
95852,20,353,1,1,1,2,4,1,4,4,2,3,2,4,3,4,0,0.0,0,1,0,1,1,0,1,0,0,1,0
95853,13,604,0,4,0,2,1,0,1,1,5,3,5,4,4,1,0,0.0,0,1,1,0,0,1,0,1,0,0,1
95855,59,214,2,2,2,2,3,5,4,4,4,4,5,4,4,4,0,0.0,1,0,1,0,1,0,1,0,0,0,1
95860,52,157,2,4,2,5,3,2,4,3,3,4,4,4,5,3,0,0.0,0,1,1,0,0,1,0,1,0,1,0
95861,14,451,3,5,3,1,1,3,5,1,5,1,4,3,3,1,0,0.0,0,1,1,0,0,1,0,0,1,1,0
95862,24,544,1,0,1,3,3,1,3,3,3,4,4,4,4,3,0,0.0,0,1,0,1,1,0,0,1,0,1,0
95863,65,304,3,4,3,2,2,3,2,2,3,5,5,5,4,2,0,0.0,0,1,1,0,0,1,0,1,0,1,0
95866,51,1947,5,5,5,5,5,4,5,5,5,5,5,4,5,4,0,0.0,1,0,1,0,1,0,1,0,0,0,1
95867,13,569,2,4,2,3,1,2,1,1,5,4,4,5,5,1,0,0.0,1,0,1,0,0,1,0,0,1,1,0
95869,51,109,4,2,2,2,2,4,1,4,4,4,4,3,4,3,0,0.0,1,0,1,0,1,0,0,0,1,0,1
95870,45,510,3,3,3,3,5,5,4,4,4,4,4,4,4,5,0,0.0,1,0,1,0,1,0,1,0,0,0,1
95871,57,862,4,4,4,4,5,5,4,3,3,4,3,4,3,4,0,0.0,1,0,1,0,1,0,1,0,0,0,1
95876,56,2329,1,5,0,3,0,3,2,4,2,4,5,2,4,2,0,0.0,1,0,1,0,0,1,0,1,0,1,0
95877,39,585,1,1,1,1,4,4,4,5,5,5,5,3,5,5,0,0.0,1,0,1,0,1,0,1,0,0,0,1
95880,35,352,5,3,3,3,5,5,5,5,4,3,4,3,1,5,0,0.0,1,0,1,0,1,0,0,1,0,0,1
95882,35,205,3,3,3,3,1,3,1,1,4,5,4,5,5,1,0,0.0,0,1,0,1,1,0,1,0,0,1,0
95887,37,1182,2,3,3,3,2,4,4,2,2,2,2,3,2,3,0,0.0,1,0,1,0,1,0,1,0,0,1,0
95890,60,1158,5,5,5,5,2,4,5,4,4,4,4,3,4,3,0,0.0,0,1,1,0,1,0,1,0,0,0,1
95891,37,337,4,5,4,1,5,4,5,5,5,5,4,5,4,5,0,0.0,0,1,1,0,0,1,0,1,0,1,0
95892,48,761,1,1,1,1,2,5,5,4,4,4,4,5,4,4,0,0.0,1,0,1,0,1,0,1,0,0,0,1
95893,68,649,3,3,3,4,2,4,2,2,2,3,2,4,2,3,0,0.0,1,0,1,0,0,1,0,1,0,1,0
95899,50,762,2,4,3,4,2,3,2,2,3,4,4,4,4,2,0,0.0,0,1,1,0,0,1,0,1,0,1,0
95901,18,187,3,0,3,2,3,3,3,3,4,3,5,4,5,3,0,0.0,0,1,0,1,1,0,0,1,0,1,0
95902,59,809,5,2,5,2,3,3,2,3,3,5,3,2,3,1,0,0.0,1,0,1,0,0,1,0,1,0,0,1
95903,26,991,1,1,3,1,5,5,5,5,4,3,5,4,5,5,0,0.0,1,0,1,0,1,0,1,0,0,0,1
95905,26,402,3,0,3,5,4,3,4,4,3,3,4,3,5,4,0,0.0,0,1,0,1,1,0,1,0,0,1,0
95906,68,383,2,5,2,2,1,2,1,1,3,3,4,4,4,1,0,0.0,0,1,1,0,0,1,0,1,0,1,0
95907,17,808,4,4,3,2,3,3,3,3,3,2,4,4,4,3,0,0.0,0,1,0,1,1,0,1,0,0,0,1
95910,43,1979,3,3,3,1,2,3,2,2,5,3,5,4,5,2,0,0.0,0,1,0,1,1,0,1,0,0,0,1
95912,50,2958,5,5,5,5,5,4,4,4,4,4,4,4,4,4,0,0.0,1,0,1,0,1,0,1,0,0,0,1
95917,51,457,1,4,1,5,4,1,4,4,5,3,5,5,4,4,0,0.0,0,1,1,0,0,1,0,1,0,1,0
95920,39,936,4,5,4,5,4,4,4,4,3,5,5,3,5,4,0,0.0,1,0,1,0,0,1,0,1,0,1,0
95923,38,500,4,4,4,3,1,4,1,1,3,4,4,5,5,1,0,0.0,1,0,0,1,1,0,1,0,0,1,0
95924,33,598,3,3,3,3,5,5,5,5,3,2,4,5,1,5,0,0.0,0,1,1,0,1,0,1,0,0,0,1
95926,54,300,4,4,4,5,5,3,1,3,3,4,3,4,3,3,0,0.0,1,0,1,0,0,1,0,1,0,1,0
95930,9,2377,1,1,1,1,5,5,5,5,5,3,1,5,5,5,0,0.0,1,0,1,0,1,0,1,0,0,0,1
95933,35,2304,4,5,5,5,4,4,4,4,3,2,4,5,2,4,0,0.0,0,1,1,0,1,0,0,1,0,0,1
95934,24,295,2,3,3,3,2,2,3,2,3,5,3,3,4,2,0,0.0,1,0,1,0,1,0,0,1,0,1,0
95936,38,248,2,5,2,5,5,2,5,5,3,2,5,5,4,5,0,0.0,1,0,1,0,0,1,0,1,0,1,0
95938,46,449,3,3,3,3,3,4,4,4,4,4,4,3,4,4,0,0.0,1,0,1,0,1,0,1,0,0,0,1
95939,25,3257,5,5,5,5,5,5,5,5,5,2,5,4,4,5,0,0.0,0,1,1,0,1,0,1,0,0,0,1
95941,52,521,2,4,2,3,1,2,1,1,5,3,5,4,4,1,0,0.0,0,1,1,0,0,1,0,1,0,1,0
95943,53,1732,4,4,4,4,5,4,4,4,4,4,4,3,4,4,0,0.0,0,1,1,0,1,0,1,0,0,0,1
95944,52,1426,1,1,1,1,2,5,5,5,5,5,5,3,5,3,0,0.0,1,0,1,0,1,0,1,0,0,0,1
95946,29,2475,3,1,3,3,3,3,3,1,3,3,3,3,1,3,0,0.0,0,1,1,0,0,1,0,1,0,1,0
95949,52,775,4,5,4,2,3,5,4,3,3,4,5,3,3,5,0,0.0,1,0,1,0,0,1,0,1,0,0,1
95950,54,206,2,5,5,5,2,2,2,2,4,1,4,4,3,2,0,0.0,0,1,1,0,1,0,0,0,1,1,0
95954,61,384,4,5,5,5,4,4,4,4,4,1,1,3,4,4,0,0.0,0,1,1,0,1,0,0,0,1,0,1
95958,43,731,3,5,3,4,1,1,4,2,2,3,2,4,2,5,0,0.0,0,1,1,0,0,1,1,0,0,1,0
95960,26,403,5,0,5,4,1,5,1,1,3,5,4,5,4,1,0,0.0,1,0,0,1,1,0,1,0,0,0,1
95961,36,341,5,5,5,1,5,4,4,2,2,5,2,4,2,4,0,0.0,1,0,1,0,0,1,1,0,0,0,1
95966,26,552,4,1,4,3,3,4,2,3,3,5,4,3,4,3,0,0.0,0,1,0,1,1,0,0,1,0,1,0
95967,26,349,3,3,3,4,2,3,2,2,3,2,3,2,3,2,0,0.0,0,1,0,1,1,0,1,0,0,1,0
95970,49,2516,3,3,3,3,3,4,4,5,5,5,5,3,5,3,0,0.0,0,1,1,0,1,0,1,0,0,0,1
95971,28,1727,2,2,2,3,2,2,2,2,5,2,5,5,4,2,0,0.0,0,1,0,1,1,0,1,0,0,1,0
95978,32,838,2,4,3,4,3,3,3,3,3,2,4,5,5,3,0,0.0,0,1,1,0,0,1,0,1,0,1,0
95980,41,2125,1,1,1,3,2,1,2,2,3,2,5,5,4,2,0,0.0,1,0,0,1,1,0,1,0,0,1,0
95981,39,2342,3,3,3,1,4,3,4,4,4,2,3,4,5,4,0,0.0,0,1,0,1,1,0,1,0,0,1,0
95984,39,1242,1,4,1,1,3,1,3,3,3,4,4,3,5,3,0,0.0,1,0,1,0,0,1,0,1,0,1,0
95987,59,223,5,4,5,3,4,5,4,4,5,3,5,3,5,4,0,0.0,0,1,1,0,0,1,0,1,0,0,1
95994,57,222,2,5,2,3,5,2,5,5,4,5,4,5,5,5,0,0.0,0,1,1,0,0,1,0,1,0,1,0
95995,33,588,4,4,4,2,5,4,5,5,5,1,1,4,2,5,0,0.0,0,1,1,0,0,1,0,0,1,1,0
95999,38,204,4,4,4,4,2,4,2,2,3,5,5,5,4,2,0,0.0,1,0,0,1,1,0,1,0,0,0,1
96004,40,1346,2,5,2,4,1,2,4,1,5,5,4,4,4,1,0,0.0,0,1,1,0,0,1,0,1,0,1,0
96005,45,3607,2,2,3,2,5,5,5,3,3,3,3,4,3,4,0,0.0,1,0,1,0,1,0,1,0,0,0,1
96006,31,2419,1,4,1,4,2,1,4,2,4,3,3,4,4,2,0,0.0,1,0,1,0,0,1,0,1,0,1,0
96007,46,1667,2,2,2,2,4,4,5,5,5,5,5,3,5,4,0,0.0,1,0,1,0,1,0,1,0,0,0,1
96008,47,108,1,1,1,1,5,4,4,5,5,5,4,4,5,3,0,0.0,0,1,1,0,1,0,1,0,0,0,1
96009,69,469,2,2,2,4,2,2,2,2,3,2,5,3,4,2,0,0.0,0,1,0,1,1,0,1,0,0,1,0
96010,24,106,2,4,2,2,3,2,3,3,5,1,2,4,3,3,0,0.0,1,0,1,0,0,1,0,1,0,1,0
96016,49,3351,5,5,5,5,5,5,4,4,4,4,4,3,4,5,0,0.0,1,0,1,0,1,0,1,0,0,0,1
96017,24,441,4,0,4,3,2,4,2,2,5,2,4,4,5,2,0,0.0,0,1,0,1,1,0,1,0,0,0,1
96019,68,342,2,4,2,4,2,4,3,5,5,2,3,2,5,4,0,0.0,1,0,1,0,0,1,0,1,0,1,0
96025,18,200,2,4,2,3,3,2,3,3,2,1,3,3,4,3,0,0.0,0,1,1,0,0,1,0,1,0,1,0
96030,48,147,5,4,4,4,5,5,5,5,5,3,1,2,4,5,0,0.0,0,1,1,0,1,0,0,0,1,0,1
96033,33,2358,2,2,2,2,4,4,4,4,3,3,5,3,5,4,0,0.0,0,1,1,0,1,0,1,0,0,0,1
96036,25,3491,1,1,1,1,5,5,5,5,4,2,5,4,5,5,0,0.0,1,0,1,0,1,0,1,0,0,0,1
96038,33,370,4,5,5,3,3,5,3,3,5,5,4,4,5,3,0,0.0,0,1,0,1,1,0,1,0,0,1,0
96041,30,677,1,1,1,4,3,1,3,3,5,2,5,3,5,3,0,0.0,0,1,0,1,1,0,1,0,0,1,0
96049,51,2454,1,5,1,2,5,3,5,5,5,1,4,3,5,5,0,0.0,1,0,1,0,0,1,0,1,0,1,0
96050,45,227,2,1,1,1,5,3,4,2,2,2,2,2,2,3,0,0.0,0,1,1,0,1,0,1,0,0,1,0
96056,33,204,3,5,4,5,1,1,3,1,2,3,4,4,3,1,0,0.0,0,1,1,0,1,0,1,0,0,1,0
96058,63,602,2,5,2,4,2,2,2,2,3,4,4,4,4,2,0,0.0,0,1,1,0,0,1,0,1,0,1,0
96065,18,665,3,3,3,4,4,3,4,4,2,5,4,3,4,4,0,0.0,1,0,0,1,1,0,0,1,0,1,0
96066,27,190,4,4,4,3,3,4,3,3,3,5,5,3,5,3,0,0.0,1,0,0,1,1,0,1,0,0,0,1
96069,25,1563,5,5,2,5,3,3,3,3,3,2,4,4,4,3,0,0.0,1,0,1,0,1,0,1,0,0,0,1
96073,43,2454,3,5,3,3,3,5,5,5,5,5,5,3,5,5,0,0.0,0,1,1,0,1,0,1,0,0,0,1
96075,25,1754,4,4,4,3,2,4,2,2,4,4,4,5,2,2,0,0.0,1,0,0,1,1,0,0,1,0,0,1
96076,57,937,1,1,1,1,5,4,4,5,5,5,5,4,5,4,0,0.0,0,1,1,0,1,0,1,0,0,0,1
96079,26,726,2,4,2,3,5,2,5,5,3,5,4,2,4,5,0,0.0,1,0,1,0,0,1,0,1,0,1,0
96080,22,765,2,5,2,3,2,2,2,2,5,2,5,4,5,2,0,0.0,0,1,1,0,0,1,1,0,0,1,0
96083,67,354,2,5,2,4,4,2,4,4,3,4,5,5,4,4,0,0.0,0,1,1,0,0,1,0,1,0,1,0
96085,32,153,4,2,4,3,4,4,3,4,2,4,3,3,3,4,0,0.0,1,0,1,0,0,1,0,1,0,0,1
96086,23,612,2,1,2,4,2,2,2,2,2,1,3,4,3,2,0,0.0,1,0,0,1,1,0,1,0,0,1,0
96088,43,321,3,2,2,2,3,3,3,3,2,2,1,2,3,3,0,0.0,0,1,1,0,1,0,0,1,0,0,1
96097,9,337,3,1,3,2,3,3,3,3,3,5,2,4,2,3,0,0.0,1,0,1,0,0,1,0,1,0,1,0
96098,45,1846,3,3,3,3,4,3,4,5,5,5,5,4,5,3,0,0.0,0,1,1,0,1,0,1,0,0,0,1
96099,33,3060,2,2,2,2,4,4,4,4,3,4,3,5,3,4,0,0.0,0,1,1,0,1,0,1,0,0,0,1
96105,20,2868,3,3,3,3,4,4,5,4,5,4,4,3,5,4,0,0.0,1,0,1,0,1,0,1,0,0,0,1
96110,45,552,3,1,3,4,4,5,5,5,5,3,5,4,5,5,0,0.0,1,0,1,0,0,1,0,1,0,1,0
96116,44,2350,2,2,2,2,4,4,4,2,2,2,2,3,2,3,0,0.0,1,0,1,0,1,0,1,0,0,0,1
96117,30,587,2,1,2,4,5,2,5,5,2,3,3,4,3,5,0,0.0,1,0,0,1,1,0,0,1,0,1,0
96119,28,1042,1,1,1,2,5,1,5,5,4,2,1,2,3,5,0,0.0,0,1,0,1,1,0,0,1,0,1,0
96120,44,1218,1,1,5,1,5,4,4,5,5,5,5,5,5,5,0,0.0,1,0,1,0,1,0,1,0,0,0,1
96124,45,3063,2,2,2,2,2,4,4,4,4,4,4,3,4,4,0,0.0,1,0,1,0,1,0,1,0,0,0,1
96125,58,628,5,1,5,3,1,4,4,4,4,5,4,4,4,4,0,0.0,1,0,1,0,0,1,0,1,0,0,1
96129,40,2084,3,3,3,3,4,5,5,5,5,5,5,5,5,3,0,0.0,0,1,1,0,1,0,1,0,0,0,1
96130,29,2537,3,5,3,3,3,3,3,3,4,2,3,3,3,3,0,0.0,0,1,1,0,1,0,1,0,0,1,0
96132,24,101,0,0,0,1,5,0,4,5,3,2,5,4,4,5,0,0.0,0,1,0,1,1,0,1,0,0,0,1
96135,20,933,2,5,2,2,4,2,5,4,5,2,5,4,5,4,0,0.0,0,1,1,0,0,1,0,1,0,1,0
96136,42,913,4,1,1,1,4,4,4,4,2,3,2,4,1,4,0,0.0,0,1,1,0,1,0,0,1,0,0,1
96139,70,3598,3,3,5,3,3,5,4,3,3,3,3,4,3,3,0,0.0,1,0,1,0,1,0,1,0,0,0,1
96141,51,2843,4,4,4,4,4,5,5,4,4,4,4,3,4,3,0,0.0,0,1,1,0,1,0,1,0,0,0,1
96143,55,187,5,4,4,4,5,5,5,5,4,2,3,5,4,5,0,0.0,0,1,1,0,1,0,0,1,0,0,1
96146,32,329,1,1,1,1,5,5,5,5,5,3,1,5,5,5,0,0.0,1,0,1,0,1,0,1,0,0,0,1
96147,44,1896,1,1,1,1,3,4,5,4,4,4,4,4,4,4,0,0.0,0,1,1,0,1,0,1,0,0,0,1
96149,35,333,2,4,2,5,2,2,2,2,4,4,4,3,5,2,0,0.0,1,0,1,0,0,1,0,1,0,1,0
96152,28,1262,2,2,2,5,3,2,3,3,3,5,5,5,4,3,0,0.0,1,0,0,1,1,0,1,0,0,1,0
96153,42,2149,5,5,4,4,3,5,3,5,5,5,5,4,5,3,0,0.0,1,0,1,0,1,0,0,1,0,0,1
96155,22,1189,5,1,1,1,5,5,3,5,5,2,1,4,1,5,0,0.0,0,1,1,0,1,0,0,0,1,0,1
96157,67,516,3,3,3,2,5,3,2,2,2,3,2,2,2,1,0,0.0,1,0,1,0,0,1,0,1,0,1,0
96159,41,152,3,4,3,1,1,3,1,1,5,3,5,4,4,1,0,0.0,0,1,1,0,0,1,0,0,1,1,0
96161,70,834,3,5,3,3,2,4,2,4,4,3,4,3,4,1,0,0.0,1,0,1,0,0,1,0,1,0,1,0
96167,7,488,1,4,1,5,2,1,2,2,3,3,5,4,4,2,0,0.0,0,1,1,0,0,1,0,1,0,1,0
96168,53,1807,1,1,1,1,4,4,4,5,5,5,5,3,5,4,0,0.0,1,0,1,0,1,0,1,0,0,0,1
96171,46,226,5,5,5,1,2,4,4,2,2,5,2,4,2,4,0,0.0,1,0,1,0,0,1,1,0,0,0,1
96172,37,354,3,5,3,2,5,3,1,5,5,3,5,5,5,5,0,0.0,0,1,1,0,0,1,0,1,0,1,0
